confidence,label,metadata_json,source,target,workspace_id
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":20,""target_entity_id"":110}}",block:block:20,unit:unit:110,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":110}}",building:building:2,unit:unit:110,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":20,""target_entity_id"":111}}",block:block:20,unit:unit:111,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":111}}",building:building:2,unit:unit:111,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":20,""target_entity_id"":112}}",block:block:20,unit:unit:112,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":112}}",building:building:2,unit:unit:112,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":20,""target_entity_id"":113}}",block:block:20,unit:unit:113,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":113}}",building:building:2,unit:unit:113,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":21,""target_entity_id"":120}}",block:block:21,unit:unit:120,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":120}}",building:building:2,unit:unit:120,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":21,""target_entity_id"":121}}",block:block:21,unit:unit:121,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":121}}",building:building:2,unit:unit:121,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":21,""target_entity_id"":122}}",block:block:21,unit:unit:122,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":122}}",building:building:2,unit:unit:122,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":21,""target_entity_id"":123}}",block:block:21,unit:unit:123,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":123}}",building:building:2,unit:unit:123,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":500}}",building:building:1,cellar:cellar:500,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":100,""target_entity_id"":500}}",unit:unit:100,cellar:cellar:500,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":600}}",building:building:1,parking_space:parking_space:600,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":100,""target_entity_id"":600}}",unit:unit:100,parking_space:parking_space:600,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":700}}",building:building:1,private_garden:private_garden:700,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":100,""target_entity_id"":700}}",unit:unit:100,private_garden:private_garden:700,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":501}}",building:building:1,cellar:cellar:501,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":101,""target_entity_id"":501}}",unit:unit:101,cellar:cellar:501,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":701}}",building:building:1,private_garden:private_garden:701,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":101,""target_entity_id"":701}}",unit:unit:101,private_garden:private_garden:701,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":502}}",building:building:1,cellar:cellar:502,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":102,""target_entity_id"":502}}",unit:unit:102,cellar:cellar:502,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":602}}",building:building:1,parking_space:parking_space:602,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":102,""target_entity_id"":602}}",unit:unit:102,parking_space:parking_space:602,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":503}}",building:building:1,cellar:cellar:503,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":103,""target_entity_id"":503}}",unit:unit:103,cellar:cellar:503,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":504}}",building:building:1,cellar:cellar:504,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":104,""target_entity_id"":504}}",unit:unit:104,cellar:cellar:504,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":1,""target_entity_id"":604}}",building:building:1,parking_space:parking_space:604,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":104,""target_entity_id"":604}}",unit:unit:104,parking_space:parking_space:604,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":505}}",building:building:2,cellar:cellar:505,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":110,""target_entity_id"":505}}",unit:unit:110,cellar:cellar:505,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":605}}",building:building:2,parking_space:parking_space:605,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":110,""target_entity_id"":605}}",unit:unit:110,parking_space:parking_space:605,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":705}}",building:building:2,private_garden:private_garden:705,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":110,""target_entity_id"":705}}",unit:unit:110,private_garden:private_garden:705,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":506}}",building:building:2,cellar:cellar:506,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":111,""target_entity_id"":506}}",unit:unit:111,cellar:cellar:506,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":706}}",building:building:2,private_garden:private_garden:706,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":111,""target_entity_id"":706}}",unit:unit:111,private_garden:private_garden:706,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":507}}",building:building:2,cellar:cellar:507,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":112,""target_entity_id"":507}}",unit:unit:112,cellar:cellar:507,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":508}}",building:building:2,cellar:cellar:508,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":113,""target_entity_id"":508}}",unit:unit:113,cellar:cellar:508,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":608}}",building:building:2,parking_space:parking_space:608,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":113,""target_entity_id"":608}}",unit:unit:113,parking_space:parking_space:608,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":509}}",building:building:2,cellar:cellar:509,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":120,""target_entity_id"":509}}",unit:unit:120,cellar:cellar:509,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":609}}",building:building:2,parking_space:parking_space:609,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":120,""target_entity_id"":609}}",unit:unit:120,parking_space:parking_space:609,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":709}}",building:building:2,private_garden:private_garden:709,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":120,""target_entity_id"":709}}",unit:unit:120,private_garden:private_garden:709,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":510}}",building:building:2,cellar:cellar:510,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":121,""target_entity_id"":510}}",unit:unit:121,cellar:cellar:510,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":710}}",building:building:2,private_garden:private_garden:710,immeuble
1,USES_EXCLUSIVE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_EXCLUSIVE"",""source_entity_id"":121,""target_entity_id"":710}}",unit:unit:121,private_garden:private_garden:710,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":511}}",building:building:2,cellar:cellar:511,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":122,""target_entity_id"":511}}",unit:unit:122,cellar:cellar:511,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":512}}",building:building:2,cellar:cellar:512,immeuble
1,ASSIGNED_CELLAR,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_CELLAR"",""source_entity_id"":123,""target_entity_id"":512}}",unit:unit:123,cellar:cellar:512,immeuble
1,CONTAINS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""CONTAINS"",""source_entity_id"":2,""target_entity_id"":612}}",building:building:2,parking_space:parking_space:612,immeuble
1,ASSIGNED_GARAGE,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ASSIGNED_GARAGE"",""source_entity_id"":123,""target_entity_id"":612}}",unit:unit:123,parking_space:parking_space:612,immeuble
1,MANAGES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""MANAGES"",""source_entity_id"":200,""target_entity_id"":1}}",organization:organization:200,building:building:1,immeuble
1,MANAGES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""MANAGES"",""source_entity_id"":200,""target_entity_id"":2}}",organization:organization:200,building:building:2,immeuble
1,REPRESENTS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""REPRESENTS"",""source_entity_id"":201,""target_entity_id"":1}}",organization:organization:201,building:building:1,immeuble
1,REPRESENTS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""REPRESENTS"",""source_entity_id"":202,""target_entity_id"":2}}",organization:organization:202,building:building:2,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":100,""target_entity_id"":300}}",unit:unit:100,household:household:300,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":300,""target_entity_id"":211}}",household:household:300,person:person:211,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":211,""target_entity_id"":100}}",person:person:211,unit:unit:100,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":300,""target_entity_id"":212}}",household:household:300,person:person:212,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":212,""target_entity_id"":100}}",person:person:212,unit:unit:100,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":300,""target_entity_id"":31}}",household:household:300,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":300,""target_entity_id"":32}}",household:household:300,shared_space:shared_space:32,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":101,""target_entity_id"":301}}",unit:unit:101,household:household:301,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":301,""target_entity_id"":217}}",household:household:301,person:person:217,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":217,""target_entity_id"":101}}",person:person:217,unit:unit:101,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":301,""target_entity_id"":31}}",household:household:301,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":301,""target_entity_id"":32}}",household:household:301,shared_space:shared_space:32,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":102,""target_entity_id"":302}}",unit:unit:102,household:household:302,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":302,""target_entity_id"":213}}",household:household:302,person:person:213,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":213,""target_entity_id"":102}}",person:person:213,unit:unit:102,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":302,""target_entity_id"":214}}",household:household:302,person:person:214,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":214,""target_entity_id"":102}}",person:person:214,unit:unit:102,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":302,""target_entity_id"":215}}",household:household:302,person:person:215,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":215,""target_entity_id"":102}}",person:person:215,unit:unit:102,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":302,""target_entity_id"":216}}",household:household:302,person:person:216,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":216,""target_entity_id"":102}}",person:person:216,unit:unit:102,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":302,""target_entity_id"":31}}",household:household:302,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":302,""target_entity_id"":32}}",household:household:302,shared_space:shared_space:32,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":103,""target_entity_id"":303}}",unit:unit:103,household:household:303,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":303,""target_entity_id"":218}}",household:household:303,person:person:218,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":218,""target_entity_id"":103}}",person:person:218,unit:unit:103,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":303,""target_entity_id"":31}}",household:household:303,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":303,""target_entity_id"":32}}",household:household:303,shared_space:shared_space:32,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":104,""target_entity_id"":304}}",unit:unit:104,household:household:304,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":304,""target_entity_id"":219}}",household:household:304,person:person:219,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":219,""target_entity_id"":104}}",person:person:219,unit:unit:104,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":304,""target_entity_id"":220}}",household:household:304,person:person:220,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":220,""target_entity_id"":104}}",person:person:220,unit:unit:104,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":304,""target_entity_id"":221}}",household:household:304,person:person:221,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":221,""target_entity_id"":104}}",person:person:221,unit:unit:104,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":304,""target_entity_id"":31}}",household:household:304,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":304,""target_entity_id"":32}}",household:household:304,shared_space:shared_space:32,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":110,""target_entity_id"":305}}",unit:unit:110,household:household:305,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":305,""target_entity_id"":222}}",household:household:305,person:person:222,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":222,""target_entity_id"":110}}",person:person:222,unit:unit:110,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":305,""target_entity_id"":31}}",household:household:305,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":305,""target_entity_id"":33}}",household:household:305,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":111,""target_entity_id"":306}}",unit:unit:111,household:household:306,immeuble
